"","stage","strain","treat","Tray","day","co2_hourly","mass","co2massmin"
"90","L","UZ","1","12,23 1228",3,4.52701557093433,0.0933,0.80868445354311
"91","L","UZ","1","12,23 1228",3,4.26835511136501,0.0652,1.09109281987858
"92","L","UZ","1","12,23 1228",3,4.23160814249371,0.0898,0.785376418428677
"93","L","UZ","1","12,23 1228",3,4.16548929021427,0.0823,0.843557976957122
"94","L","UZ","1","12,23 1228",3,3.09593608876566,0.0883,0.584359397653012
"95","L","UZ","1","12,23 1228",7,4.4128868523087,0.1063,0.691891949248777
"96","L","UZ","1","12,23 1228",7,5.36864884856934,0.1178,0.759571144392946
"97","L","UZ","1","12,23 1228",7,3.79911844057265,0.108,0.586283709964915
"98","L","UZ","1","12,23 1228",7,3.32059764705877,0.1337,0.41393638083505
"99","L","UZ","1","12,23 1228",7,5.252136570663,0.1137,0.769882229648638
"100","L","UZ","1","12,23 1228",7,4.02698454410054,0.1134,0.591855459156459
"101","L","UZ","1","12,23 1228",6,4.74242437745732,0.1003,0.788039943080313
"102","L","UZ","1","12,23 1228",6,3.34741719281199,0.1135,0.491544374862259
"103","L","UZ","1","12,23 1228",6,5.01111230769223,0.1283,0.650962887463266
"104","L","UZ","1","12,23 1228",6,4.72783460076037,0.1365,0.577269182022024
"105","L","UZ","1","12,23 1228",6,4.8307127819548,0.1269,0.63445137666861
"106","L","UZ","1","12,23 1228",6,3.56868635097487,0.121,0.491554593798191
"107","L","UZ","1","12,23 1228",6,2.91612689655167,0.1184,0.410490835663242
"108","L","UZ","1","12,23 1228",6,4.21138423211294,0.0919,0.763762102305575
"109","L","UZ","1","12,23 1228",4,4.58392349531868,0.1094,0.698343006599434
"110","L","UZ","1","12,23 1228",4,4.18524580332199,0.1175,0.593651886996026
"111","L","UZ","1","12,23 1228",4,4.22713162641831,0.0973,0.724071878454661
"112","L","UZ","1","12,23 1228",4,2.68987325079177,0.0935,0.479478297823845
"113","L","UZ","1","12,23 1228",4,4.22289840546689,0.1118,0.629531664500133
"114","L","UZ","1","12,23 1228",4,3.56029095519858,0.0996,0.595764885408062
"115","L","UZ","1","12,23 1228",4,3.42314767555487,0.0766,0.74481019920689
"116","L","UZ","1","12,23 1228",4,3.42332170071777,0.0938,0.60826611597686
"117","L","UZ","1","12,23 1228",4,2.36449664796821,0.0796,0.49507886263991
"118","L","UZ","1","12,23 1228",4,3.07912115123535,0.1029,0.498723866413241
"119","L","UZ","1","12,23 1228",10,2.81497423935091,0.0966,0.485675334601607
"120","L","UZ","1","12,23 1228",10,2.73679215686274,0.1119,0.407624688242887
"121","L","UZ","1","12,23 1228",10,2.56145445478723,0.1067,0.400102226614688
"122","L","UZ","1","12,23 1228",10,1.10770563798219,0.1011,0.182608908338641
"123","L","UZ","1","12,23 1228",10,3.58213023408086,0.126,0.473826750539796
"124","L","UZ","1","12,23 1228",10,1.45531212465508,0.1045,0.232107196914687
"125","L","UZ","1","12,23 1228",9,1.67453599742184,0.1016,0.274694225298859
"126","L","UZ","1","12,23 1228",9,1.84050244760838,0.1099,0.279117750623048
"127","L","UZ","1","12,23 1228",9,3.33285905536439,0.1467,0.378647927217041
"128","L","UZ","1","12,23 1228",9,2.90092793296088,0.1339,0.361081395688435
"129","L","UZ","1","12,23 1228",9,2.11634729875326,0.1315,0.26823159680016
"130","L","UZ","1","12,23 1228",9,1.49142503438789,0.1108,0.22434191251322
"131","L","UZ","1","12,23 1228",9,1.88611012562433,0.131,0.239963120308439
"132","L","UZ","1","12,23 1228",9,4.35709282814612,0.1186,0.61229522599018
"133","L","UZ","1","12,23 1228",7,3.16066219839141,0.0891,0.591220014663563
"134","L","UZ","1","12,23 1228",7,3.12515356668142,0.1262,0.412724982393214
"135","L","UZ","1","12,23 1228",7,3.48456663740121,0.1202,0.48316231799795
"136","L","UZ","1","12,23 1228",7,0.878732773109238,0.107,0.13687426372418
"137","L","UZ","1","12,23 1228",7,3.31761820523828,0.104,0.531669584172802
"138","L","UZ","1","12,23 1228",7,2.45155812171938,0.1132,0.360947897779649
"139","L","UZ","1","12,23 1228",7,1.50799149655074,0.1074,0.234014819452319
"140","L","UZ","1","12,23 1228",7,3.54647030878857,0.0893,0.661901886671999
"141","L","UZ","1","12,23 1228",7,3.28831214927434,0.1155,0.474503917644205
"142","L","UZ","1","12,23 1228",7,1.35261142700928,0.0668,0.33747790095042
"143","L","UZ","1","12,23 1228",7,2.00912212581343,0.1235,0.271136589178601
"144","L","UZ","1","12,23 1228",11,2.1960773649835,0.0918,0.398706856387709
"145","L","UZ","1","12,23 1228",11,1.1429379917546,0.1053,0.18090186637458
"146","L","UZ","1","12,23 1228",11,1.72624846587352,0.0994,0.28944474612232
"147","L","UZ","1","12,23 1228",11,0.898978519955657,0.0971,0.154304586329498
"148","L","UZ","1","12,23 1228",11,1.35538222252919,0.1196,0.188877121311202
"149","L","UZ","1","12,23 1228",11,0.965577675314849,0.0997,0.161413854114819
"150","L","UZ","1","12,23 1228",10,1.19284501642936,0.1042,0.190794148501177
"151","L","UZ","1","12,23 1228",10,1.7746170157604,0.1242,0.23813969615679
"152","L","UZ","1","12,23 1228",10,2.24281124083629,0.1358,0.275259111541027
"153","L","UZ","1","12,23 1228",10,1.14461446808511,0.1237,0.154219141482769
"154","L","UZ","1","12,23 1228",10,1.82443805166847,0.1255,0.242289249889571
"155","L","UZ","1","12,23 1228",10,1.11135171859297,0.1033,0.17930811852097
"156","L","UZ","1","12,23 1228",10,1.21229098678062,0.1191,0.169646093867985
"157","L","UZ","1","12,23 1228",10,2.18313351520395,0.1209,0.300955819575951
"158","L","UZ","1","12,23 1228",8,1.43008022763368,0.0805,0.296082862864115
"159","L","UZ","1","12,23 1228",8,2.10844374711584,0.1219,0.288275054295302
"160","L","UZ","1","12,23 1228",8,2.11236075501378,0.1391,0.2530985807589
"161","L","UZ","1","12,23 1228",8,1.80953800391391,0.1117,0.269999702165608
"162","L","UZ","1","12,23 1228",8,2.07602852689011,0.1203,0.287618249776962
"163","L","UZ","1","12,23 1228",8,1.47649351085833,0.1098,0.224118626420512
"164","L","UZ","1","12,23 1228",8,1.05419405252318,0.1001,0.175523485268595
"165","L","UZ","1","12,23 1228",8,1.88159137908917,0.0977,0.320981129152025
"166","L","UZ","1","12,23 1228",8,2.37573554774834,0.1437,0.275543440935785
"167","L","UZ","1","12,23 1228",8,2.0177567945136,0.1142,0.294477056992645
"168","L","UZ","1","12,23 1228",8,1.64784268385141,0.1215,0.226041520418575
"169","L","UZ","1","12,23 1228",13,2.64354921013413,0.086,0.512315738398087
"170","L","UZ","1","12,23 1228",13,2.80104656804734,0.1027,0.454567765019042
"171","L","UZ","1","12,23 1228",13,1.69972818328682,0.0941,0.301049979328166
"172","L","UZ","1","12,23 1228",13,0.630085489510489,0.0915,0.11476967022049
"173","L","UZ","1","12,23 1228",13,0.927797072039424,0.1107,0.139686400487718
"174","L","UZ","1","12,23 1228",13,2.56050713564941,0.0942,0.453026740206903
"175","L","UZ","1","12,23 1228",12,0.877013997423785,0.092,0.158879347359381
"176","L","UZ","1","12,23 1228",12,1.89632485055508,0.117,0.270131745093316
"177","L","UZ","1","12,23 1228",12,1.5444030504166,0.127,0.20267756567147
"178","L","UZ","1","12,23 1228",12,0.976078484210523,0.1161,0.140120368103721
"179","L","UZ","1","12,23 1228",12,2.12555807397068,0.1197,0.295956289887313
"180","L","UZ","1","12,23 1228",12,2.47240715176714,0.0985,0.418343003683104
"181","L","UZ","1","12,23 1228",12,0.743532057811422,0.1125,0.110152897453544
"182","L","UZ","1","12,23 1228",12,2.67830899152773,0.1193,0.374170018374928
"183","L","UZ","1","12,23 1228",10,0.962268475311988,0.072,0.222747332248145
"184","L","UZ","1","12,23 1228",10,1.49469999999999,0.1139,0.218715247292946
"185","L","UZ","1","12,23 1228",10,2.21022636655948,0.1313,0.280556786818923
"186","L","UZ","1","12,23 1228",10,2.3276377538829,0.1342,0.289075727009799
"187","L","UZ","1","12,23 1228",10,1.2347221826809,0.1204,0.170919460504
"188","L","UZ","1","12,23 1228",10,1.63804477025788,0.1026,0.266089143966517
"189","L","UZ","1","12,23 1228",10,2.42938557020945,0.0938,0.431660549077728
"190","L","UZ","1","12,23 1228",10,3.00960924261872,0.1336,0.375450254817705
"191","L","UZ","1","12,23 1228",10,2.32182167324588,0.1263,0.306389769496685
"192","L","UZ","1","12,23 1228",10,0.748311201011373,0.1132,0.110175382952205
"193","L","UZ","1","12,23 1228",14,2.12931852543163,0.0828,0.428606788532936
"194","L","UZ","1","12,23 1228",14,1.93617691237829,0.099,0.325955709154595
"195","L","UZ","1","12,23 1228",14,0.928317383292378,0.0909,0.170208541124382
"196","L","UZ","1","12,23 1228",14,0.640772540045763,0.0902,0.118398473770466
"197","L","UZ","1","12,23 1228",14,0.906402188782484,0.1073,0.140789404905636
"198","L","UZ","1","12,23 1228",14,1.4109819005892,0.0907,0.259276350714664
"199","L","UZ","1","12,23 1228",13,2.89599182937817,0.0893,0.540498661698053
"200","L","UZ","1","12,23 1228",13,1.01891704697986,0.1126,0.150816614413833
"201","L","UZ","1","12,23 1228",13,3.2076361328413,0.1239,0.431481858063129
"202","L","UZ","1","12,23 1228",13,2.26492874505782,0.1139,0.331420653359354
"203","L","UZ","1","12,23 1228",13,1.29591247634298,0.1148,0.18814060341797
"204","L","UZ","1","12,23 1228",13,1.1050652406417,0.0967,0.190462812933765
"205","L","UZ","1","12,23 1228",13,0.958217495711827,0.1093,0.146114287238766
"206","L","UZ","1","12,23 1228",13,2.36377964752698,0.1124,0.350501133974938
"207","L","UZ","1","12,23 1228",11,1.08672451875789,0.0684,0.264796422699292
"208","L","UZ","1","12,23 1228",11,2.2919473228016,0.111,0.344136234654895
"209","L","UZ","1","12,23 1228",11,3.11844914618906,0.122,0.426017642922003
"210","L","UZ","1","12,23 1228",11,1.60313697236352,0.1275,0.209560388544251
"211","L","UZ","1","12,23 1228",11,1.29710697420498,0.1118,0.193367169678739
"212","L","UZ","1","12,23 1228",11,0.966217841648581,0.0989,0.162827408434206
"213","L","UZ","1","12,23 1228",11,2.51856466145128,0.0907,0.462801297583845
"214","L","UZ","1","12,23 1228",11,1.64146161162482,0.0877,0.311946334402284
"215","L","UZ","1","12,23 1228",11,2.68388206543158,0.1252,0.357279295185248
"216","L","UZ","1","12,23 1228",11,2.76717902426295,0.1133,0.407057814690048
"217","L","UZ","1","12,23 1228",11,1.04032911917097,0.1084,0.159952201594553
"218","L","UZ","1","12,23 1228",16,2.08539715376605,0.0828,0.419765932722635
"219","L","UZ","1","12,23 1228",16,1.02349848380427,0.1012,0.168560356357752
"220","L","UZ","1","12,23 1228",16,2.9027833760903,0.0903,0.535766588425674
"221","L","UZ","1","12,23 1228",16,1.02861701694915,0.0898,0.190908874712166
"222","L","UZ","1","12,23 1228",16,0.740600472016182,0.1072,0.115143108211471
"223","L","UZ","1","12,23 1228",16,2.34406513807531,0.0882,0.442945037429197
"224","L","UZ","1","12,23 1228",15,2.11552378752886,0.0857,0.411420417644664
"225","L","UZ","1","12,23 1228",15,0.953643639921719,0.1136,0.13991250585706
"226","L","UZ","1","12,23 1228",15,2.30468382495948,0.1172,0.327742295927116
"227","L","UZ","1","12,23 1228",15,0.805625096525094,0.1141,0.117678220351314
"228","L","UZ","1","12,23 1228",15,1.12476234015345,0.1132,0.165601051259342
"229","L","UZ","1","12,23 1228",15,1.09107643979057,0.1104,0.164715646103649
"230","L","UZ","1","12,23 1228",15,1.23698271293375,0.1109,0.18590061811448
"231","L","UZ","1","12,23 1228",15,2.5574352683461,0.112,0.380570724456265
"232","L","UZ","1","12,23 1228",13,2.55201890886546,0.069,0.616429688131753
"233","L","UZ","1","12,23 1228",13,1.69344853054315,0.111,0.254271551132605
"234","L","UZ","1","12,23 1228",13,2.09700715158923,0.1379,0.253445389362972
"235","L","UZ","1","12,23 1228",13,1.22513353566008,0.1232,0.165737761858778
"236","L","UZ","1","12,23 1228",13,0.991594991703116,0.1056,0.156501734801628
"237","L","UZ","1","12,23 1228",13,1.33333609360935,0.0958,0.231965221574348
"238","L","UZ","1","12,23 1228",13,1.34691275167784,0.0889,0.252514576617519
"239","L","UZ","1","12,23 1228",13,2.31152872813518,0.0864,0.445896745396446
"240","L","UZ","1","12,23 1228",13,1.29064472871636,0.1178,0.18260395143129
"241","L","UZ","1","12,23 1228",13,3.24353370359542,0.1073,0.503810764770956
"242","L","UZ","1","12,23 1228",13,0.842522768828901,0.1061,0.132347277541455
"243","L","UZ","1","12,23 1228",18,2.08358837489249,0.0786,0.441812632504769
"244","L","UZ","1","12,23 1228",18,1.58883115056102,0.097,0.272995043051722
"245","L","UZ","1","12,23 1228",18,2.03281277870213,0.0872,0.38853455250423
"246","L","UZ","1","12,23 1228",18,0.751444000660163,0.0876,0.14296879769029
"247","L","UZ","1","12,23 1228",18,1.35920458565343,0.1028,0.220363908179869
"248","L","UZ","1","12,23 1228",18,1.83469352002602,0.0853,0.35847860883666
"249","L","UZ","1","12,23 1228",17,0.967407699773521,0.0839,0.192174751643528
"250","L","UZ","1","12,23 1228",17,1.7839649471323,0.1154,0.257649472433897
"251","L","UZ","1","12,23 1228",17,1.03912733037411,0.11,0.157443534905168
"252","L","UZ","1","12,23 1228",17,1.94435937940759,0.1132,0.286271993434568
"253","L","UZ","1","12,23 1228",17,1.09250818040434,0.0966,0.188493474879975
"254","L","UZ","1","12,23 1228",17,0.907641258094342,0.107,0.141377143005349
"255","L","UZ","1","12,23 1228",17,1.04320593907851,0.1079,0.16113777248664
"256","L","UZ","1","12,23 1228",15,2.15750630136983,0.065,0.553206743940981
"257","L","UZ","1","12,23 1228",15,1.57227989130432,0.1086,0.241295256492376
"258","L","UZ","1","12,23 1228",15,1.52089640287767,0.1237,0.204917327253796
"259","L","UZ","1","12,23 1228",15,1.83143037861912,0.1177,0.259335935799932
"260","L","UZ","1","12,23 1228",15,0.824445650250649,0.1006,0.136588079895734
"261","L","UZ","1","12,23 1228",15,2.05822086752634,0.093,0.368856786295043
"262","L","UZ","1","12,23 1228",15,1.21589620142626,0.0845,0.239821735981511
"263","L","UZ","1","12,23 1228",15,2.25536913989335,0.0813,0.462355297231108
"264","L","UZ","1","12,23 1228",15,2.18855941739251,0.1124,0.324519486564725
"265","L","UZ","1","12,23 1228",15,2.08471892274978,0.1034,0.336028195156316
"266","L","UZ","1","12,23 1228",15,1.09505578843717,0.1016,0.179635135898486
"267","L","UZ","1","12,23 1228",19,1.39661558858978,0.0764,0.304671812519586
"268","L","UZ","1","12,23 1228",19,1.61366250747457,0.095,0.283098685521854
"269","L","UZ","1","12,23 1228",19,1.40642750988141,0.0853,0.274800216858422
"270","L","UZ","1","12,23 1228",19,0.672482964705875,0.0865,0.129572825569533
"271","L","UZ","1","12,23 1228",19,1.11959229871644,0.0966,0.193166373139482
"272","L","UZ","1","12,23 1228",19,0.913366460587314,0.0832,0.182966037777908
"273","L","UZ","1","12,23 1228",18,0.996916279961636,0.0805,0.206400886120422
"274","L","UZ","1","12,23 1228",18,3.43605505425467,0.1054,0.543335713829012
"275","L","UZ","1","12,23 1228",18,1.47691510465772,0.1149,0.214231955999089
"276","L","UZ","1","12,23 1228",18,0.698347445255466,0.1078,0.107969611202144
"277","L","UZ","1","12,23 1228",18,1.29742352065499,0.1099,0.196758192395358
"278","L","UZ","1","12,23 1228",18,2.67611995573585,0.0945,0.471978828172108
"279","L","UZ","1","12,23 1228",18,0.737267919022422,0.1041,0.118038411627029
"280","L","UZ","1","12,23 1228",18,1.82258022057491,0.1042,0.291519549036295
"281","L","UZ","1","12,23 1228",16,0.800503693079945,0.0632,0.211103294588593
"282","L","UZ","1","12,23 1228",16,1.05647651125685,0.1049,0.167854545798674
"283","L","UZ","1","12,23 1228",16,1.16111683377307,0.12,0.161266226912926
"284","L","UZ","1","12,23 1228",16,1.16371615827085,0.1154,0.16806992464917
"285","L","UZ","1","12,23 1228",16,0.667814953271017,0.0988,0.112654344343964
"286","L","UZ","1","12,23 1228",16,1.20429662150573,0.0831,0.241535624048481
"287","L","UZ","1","12,23 1228",16,1.36230823248677,0.0908,0.250056577181859
"288","L","UZ","1","12,23 1228",16,0.879064409075501,0.0794,0.184522336077981
"289","L","UZ","1","12,23 1228",16,1.27890075719332,0.1096,0.194480042152268
"290","L","UZ","1","12,23 1228",16,2.28736391907704,0.1005,0.379330666513605
"291","L","UZ","1","12,23 1228",16,0.97055426485229,0.0977,0.165567087146416
"292","L","UZ","1","12,23 1228",20,1.32215164718385,0.0741,0.297380037603204
"293","L","UZ","1","12,23 1228",20,2.15402778947368,0.0933,0.384785242849889
"294","L","UZ","1","12,23 1228",20,0.855007970825733,0.0834,0.170864902243352
"295","L","UZ","1","12,23 1228",20,1.31608239855259,0.0853,0.257147791823484
"296","L","UZ","1","12,23 1228",20,0.666706813524587,0.0964,0.115267429724168
"297","L","UZ","1","12,23 1228",20,1.95065157680569,0.0815,0.398906252925499
"298","L","UZ","1","12,23 1228",19,1.14218882175226,0.0789,0.241273515368031
"299","L","UZ","1","12,23 1228",19,0.791598441558437,0.1026,0.128589740344125
"300","L","UZ","1","12,23 1228",19,1.14476134574087,0.1122,0.170047734067271
"301","L","UZ","1","12,23 1228",19,0.818283145218412,0.1055,0.129270639055041
"302","L","UZ","1","12,23 1228",19,1.21411624091867,0.107,0.189114679270821
"303","L","UZ","1","12,23 1228",19,0.900358329466352,0.0919,0.163285877668907
"304","L","UZ","1","12,23 1228",19,3.30436133760877,0.1025,0.537294526440451
"305","L","UZ","1","12,23 1228",19,1.17105925423728,0.1007,0.193819803746653
"306","L","UZ","1","12,23 1228",17,1.00608984532615,0.062,0.270454259496277
"307","L","UZ","1","12,23 1228",17,1.35240320213474,0.101,0.223168845236756
"308","L","UZ","1","12,23 1228",17,1.22144626240352,0.115,0.177021197449785
"309","L","UZ","1","12,23 1228",17,1.8750250711004,0.1123,0.278276205268685
"310","L","UZ","1","12,23 1228",17,0.681156116756751,0.0973,0.116676278992249
"311","L","UZ","1","12,23 1228",17,2.34747757731956,0.0821,0.476548432261381
"312","L","UZ","1","12,23 1228",17,1.04551401869158,0.0887,0.196451337597065
"313","L","UZ","1","12,23 1228",17,1.52032770170633,0.0763,0.332094299193169
"314","L","UZ","1","12,23 1228",17,1.30866541353382,0.1076,0.202705299494086
"315","L","UZ","1","12,23 1228",17,0.945967854183915,0.0984,0.160224907551476
"316","L","UZ","1","12,23 1228",17,1.21690366104482,0.0948,0.213942275148528
"317","L","UZ","1","12,23 1228",21,1.10658992018243,0.0728,0.253340183191949
"318","L","UZ","1","12,23 1228",21,0.669019520361987,0.0903,0.123480900768178
"319","L","UZ","1","12,23 1228",21,1.97978218623481,0.082,0.402394753299757
"320","L","UZ","1","12,23 1228",21,0.744340476933358,0.0835,0.148570953479712
"321","L","UZ","1","12,23 1228",21,0.60983641751437,0.0942,0.107897455328091
"322","L","UZ","1","12,23 1228",20,0.664774387351774,0.0777,0.142594248681204
"323","L","UZ","1","12,23 1228",20,0.700165553618128,0.1005,0.116113690483935
"324","L","UZ","1","12,23 1228",20,0.904454620212068,0.1108,0.136049130597483
"325","L","UZ","1","12,23 1228",20,0.978646272824911,0.1053,0.154898112191344
"326","L","UZ","1","12,23 1228",20,1.08394964856229,0.0913,0.197873247273145
"327","L","UZ","1","12,23 1228",20,1.87538333333332,0.1001,0.312251637251635
"328","L","UZ","1","12,23 1228",20,1.16918581264343,0.098,0.198841124599222
"329","L","UZ","1","12,23 1228",18,1.03228341958186,0.0612,0.281122935615974
"330","L","UZ","1","12,23 1228",18,1.16844310344826,0.0986,0.19750559557949
"331","L","UZ","1","12,23 1228",18,0.931199511400641,0.1127,0.137710664211866
"332","L","UZ","1","12,23 1228",18,1.50723542256367,0.1087,0.231100187452265
"333","L","UZ","1","12,23 1228",18,0.731528803367399,0.0952,0.128068768096533
"334","L","UZ","1","12,23 1228",18,1.44146637467647,0.0802,0.299556603216224
"335","L","UZ","1","12,23 1228",18,1.40711080387121,0.0872,0.268943196458564
"336","L","UZ","1","12,23 1228",18,2.26499741682972,0.0748,0.504678568812325
"337","L","UZ","1","12,23 1228",18,1.21148485316845,0.1065,0.189590743844828
"338","L","UZ","1","12,23 1228",18,0.988749444657207,0.0973,0.169364413267764
"339","L","UZ","1","12,23 1228",25,2.18283466232709,0.0673,0.540573219991849
"340","L","UZ","1","12,23 1228",25,0.69836849364791,0.0786,0.148084922317199
