"","stage","strain","treat","Tray","day","co2_hourly","mass","co2massmin"
"55","L","BE","2","16,23 0208",3,3.11061314685309,0.077,0.673292888929241
"56","L","BE","2","16,23 0208",3,4.71278214450061,0.0996,0.788618163403716
"57","L","BE","1","12,23 0208",2,5.22869141370338,0.0544,1.60192751645324
"58","L","BE","1","12,23 0208",2,3.44834612607609,0.0433,1.32730797770442
"59","L","BE","1","12,23 0208",2,4.40056752605595,0.051,1.43809396276338
"60","L","BE","1","12,23 0208",2,4.5398172077922,0.0435,1.73939356620391
"61","L","BE","1","12,23 0208",2,3.93869783827061,0.0368,1.78383054269502
"62","L","BE","1","12,23 0208",2,3.22824366123092,0.0497,1.08257668049327
"63","L","BE","1","12,23 0208",1,1.6963415064935,0.0251,1.1263887825322
"64","L","BE","1","12,23 0208",1,2.37825902313624,0.0387,1.02422869213447
"65","L","BE","1","12,23 0208",1,1.7345344845099,0.0249,1.16100032430381
"66","L","BE","1","12,23 0208",1,2.89320722347628,0.0343,1.40583441373969
"67","L","BE","1","12,23 0208",1,1.32394306967517,0.0259,0.85195821729419
"68","L","BE","2","16,23 0208",4,3.67375935198819,0.0818,0.748524725343968
"69","L","BE","2","16,23 0208",4,2.88714589090907,0.0705,0.682540399742097
"70","L","BE","2","16,23 0208",4,2.10750667623832,0.0722,0.486497386019926
"71","L","BE","2","16,23 0208",4,2.69086396588484,0.0589,0.761421608909123
"72","L","BE","2","16,23 0208",4,2.89018622950818,0.0921,0.523015966251932
"73","L","BE","2","16,23 0208",4,5.17264871616928,0.1079,0.798988062429608
"74","L","BE","2","16,23 0208",4,3.76212476060188,0.0798,0.78574034264868
"75","L","BE","2","16,23 0208",4,2.95458382518583,0.096,0.512948580761428
"76","L","BE","2","16,23 0208",4,5.70614470353092,0.0939,1.01280523669345
"77","L","BE","2","16,23 0208",4,2.68343605695506,0.0834,0.536258204827151
"78","L","BE","2","16,23 0208",4,3.07777854521905,0.0752,0.682131769773725
"79","L","BE","2","16,23 0208",4,3.93791170825332,0.0891,0.73660899892505
"80","L","BE","2","16,23 0208",4,2.96749274873521,0.0744,0.664760920415593
"81","L","BE","2","16,23 0208",4,4.73480225140708,0.1043,0.75659991233734
"82","L","BE","2","16,23 0208",4,5.42183565253184,0.1073,0.842161486879752
"83","L","BE","2","16,23 0208",4,4.25839001218022,0.0927,0.765622080578967
"84","L","BE","2","16,23 0208",4,2.6509106655974,0.0731,0.604402796533835
"85","L","BE","2","16,23 0208",4,3.93827802655037,0.0964,0.68089177499142
"86","L","BE","2","16,23 0208",4,3.41282679200936,0.0893,0.636959087721045
"87","L","BE","2","16,23 0208",4,3.60776640186006,0.1047,0.574302197048719
"88","L","BE","2","16,23 0208",4,3.63914302125211,0.0927,0.654286771170821
"89","L","BE","2","16,23 0208",4,2.24865434576782,0.0769,0.48735464797742
"90","L","BE","2","16,23 0208",4,2.42050516044282,0.0855,0.471833364608738
"91","L","BE","2","16,23 0208",4,2.73764001487538,0.0695,0.656508396852608
"92","L","BE","2","16,23 0208",4,4.69067927031503,0.1065,0.734065613507829
"93","L","BE","1","12,23 0208",3,4.81212378752887,0.0775,1.03486533065137
"94","L","BE","1","12,23 0208",3,1.89549742033384,0.0613,0.515360908192997
"95","L","BE","1","12,23 0208",3,4.97562850712679,0.0785,1.05639671064263
"96","L","BE","1","12,23 0208",3,3.7277791676927,0.0621,1.00047750072268
"97","L","BE","1","12,23 0208",3,2.66886061194756,0.0552,0.805815402158079
"98","L","BE","1","12,23 0208",3,2.91227133605182,0.0607,0.799635182880786
"99","L","BE","1","12,23 0208",2,2.20427181430603,0.0422,0.870565487482634
"100","L","BE","1","12,23 0208",2,2.79725305263159,0.0526,0.886328597158299
"101","L","BE","1","12,23 0208",2,1.43028763837639,0.0302,0.789341963783881
"102","L","BE","1","12,23 0208",2,1.25544526748972,0.0337,0.620892812804016
"103","L","BE","1","12,23 0208",2,2.7154955102041,0.0428,1.05743594634116
"104","L","BE","1","12,23 0208",1,1.73880646754998,0.0343,0.844901101822148
"105","L","BE","1","12,23 0208",1,1.36766347651904,0.0362,0.629679316997718
"106","L","BE","1","12,23 0208",1,1.23056727754472,0.0285,0.719629986868258
"107","L","BE","1","12,23 0208",1,2.72002066549915,0.0513,0.883697422189457
"108","L","BE","1","12,23 0208",1,2.10644980477225,0.037,0.948851263410925
"109","L","BE","1","12,23 0208",1,1.75411025585897,0.0312,0.937024709326374
"110","L","BE","1","12,23 0208",1,1.3673957881302,0.0279,0.816843362084946
"111","L","BE","1","12,23 0208",1,1.4585181818182,0.0291,0.835348328647307
"112","L","BE","1","12,23 0208",1,2.74224792145397,0.0342,1.33637812936353
"113","L","BE","1","12,23 0208",1,2.70168585003102,0.0452,0.99619684735657
"114","L","BE","1","12,23 0208",1,2.11917695607765,0.0449,0.786628417252285
"115","L","BE","1","12,23 0208",1,2.28620262255399,0.0372,1.02428432910125
"116","L","BE","1","12,23 0208",1,1.95612714914037,0.0387,0.842432019440297
