"","stage","strain","treat","Tray","day","co2_hourly","mass","co2massmin"
"129","L","UZ","2","16,23 1228",7,2.59143348379152,0.1093,0.395156066451894
"130","L","UZ","2","16,23 1228",7,2.26525136123524,0.0873,0.432464941052929
"131","L","UZ","2","16,23 1228",7,3.11911689460978,0.108,0.48134519978546
"132","L","UZ","2","16,23 1228",7,2.42758218527313,0.0862,0.469370105427906
"133","L","UZ","2","16,23 1228",7,2.44730752941174,0.0857,0.475944677054013
"134","L","UZ","2","16,23 1228",7,2.88818512332488,0.1101,0.437206346249603
"135","L","UZ","2","16,23 1228",7,3.41646583253124,0.103,0.552826186493728
"136","L","UZ","2","16,23 1228",7,2.97981743276746,0.1163,0.427030299909352
"137","L","UZ","2","16,23 1228",7,2.93266530612241,0.0801,0.610209177303872
"138","L","UZ","2","16,23 1228",7,2.35955845030878,0.0815,0.482527290451694
"139","L","UZ","2","16,23 1228",7,2.78692068325284,0.1095,0.424188840677753
"140","L","UZ","2","16,23 1228",7,2.39971671263096,0.0805,0.496835758308688
"141","L","UZ","2","16,23 1228",7,3.25843005653834,0.1207,0.44993510860789
"142","L","UZ","2","16,23 1228",7,2.3846613410446,0.0782,0.508239842507375
"143","L","UZ","2","16,23 1228",7,2.35506076357766,0.0752,0.521954956466681
"144","L","UZ","2","16,23 1228",7,3.46916372043387,0.1152,0.501904473442401
"145","L","UZ","2","16,23 1228",10,0.243356850935685,0.0558,0.0726872314622715
"146","L","BE","2","16,23 0208",1,4.25161266576454,0.0677,1.04667963214292
"147","L","BE","2","16,23 0208",1,2.66065968474485,0.0361,1.22837473903271
"148","L","BE","2","16,23 0208",1,4.93782123613311,0.0644,1.2779040466183
"149","L","BE","2","16,23 0208",1,2.82317645220109,0.0529,0.889469581663859
"150","L","BE","2","16,23 0208",1,4.07809001029865,0.065,1.04566410520478
"151","L","BE","2","16,23 0208",1,5.76075293519692,0.0772,1.24368586683871
"152","L","BE","2","16,23 0208",1,3.99021296620775,0.0515,1.29133105702516
"153","L","BE","2","16,23 0208",1,6.14325770750985,0.0664,1.54198235630267
"154","L","BE","2","16,23 0208",1,4.12233801994647,0.0499,1.37686640612775
"155","L","BE","2","16,23 0208",1,4.2802488483685,0.067,1.06473851949465
"156","L","BE","2","16,23 0208",1,4.34466855926187,0.069,1.04943685006325
"157","L","BE","2","16,23 0208",1,4.91758234469871,0.0695,1.17927634165437
"158","L","BE","2","16,23 0208",1,4.55968119815665,0.0592,1.28369403101257
"159","L","BE","2","16,23 0208",1,4.57861621621618,0.0573,1.33176736946369
"160","L","BE","2","16,23 0208",1,3.95237490477255,0.0535,1.23126944073911
"161","L","BE","2","16,23 0208",1,3.66201141340409,0.0525,1.16254330584257
"162","L","BE","2","16,23 0208",1,4.38120393184793,0.0596,1.22516888474495
"163","L","BE","2","16,23 0208",1,4.57491709420129,0.052,1.46631958147477
"164","L","BE","2","16,23 0208",1,4.71575933574617,0.073,1.07665738259045
"165","L","BE","2","16,23 0208",1,3.97683429291864,0.0509,1.30217232904998
"166","L","BE","2","16,23 0208",1,2.5211056126482,0.0399,1.05309340545038
"167","L","BE","2","16,23 0208",1,5.05571018010958,0.0715,1.17848722147077
"168","L","BE","2","16,23 0208",1,3.16494827986081,0.0485,1.08761109273567
"169","L","BE","2","16,23 0208",1,3.18780755725188,0.0583,0.911322915166346
"170","L","BE","2","16,23 0208",1,4.48080838368575,0.0546,1.3677681268882
"171","L","BE","2","16,23 0208",3,4.60214175615914,0.0892,0.859891957428837
"172","L","BE","2","16,23 0208",3,3.40555504682618,0.0648,0.875914363895622
"173","L","BE","2","16,23 0208",3,3.27161928600734,0.0799,0.682440401753721
"174","L","BE","2","16,23 0208",3,2.79353275126899,0.0822,0.56640972247952
"175","L","BE","2","16,23 0208",3,3.84599879638912,0.0936,0.684828845510882
"176","L","BE","2","16,23 0208",3,5.11885928571421,0.1109,0.769290544892427
"177","L","BE","2","16,23 0208",3,4.51686041136134,0.0849,0.886702083109804
"178","L","BE","2","16,23 0208",3,3.17129520877425,0.0884,0.597906336495899
"179","L","BE","2","16,23 0208",3,5.1969735719725,0.0862,1.0048286102035
"180","L","BE","2","16,23 0208",3,4.88074359744641,0.0927,0.877515929062642
"181","L","BE","2","16,23 0208",3,2.86298103001107,0.0827,0.576981263605617
"182","L","BE","2","16,23 0208",3,4.36404239867956,0.0981,0.741427522711443
"183","L","BE","2","16,23 0208",3,4.06634086956515,0.0862,0.7862221325532
"184","L","BE","2","16,23 0208",3,4.78696440468909,0.0927,0.860655232774018
"185","L","BE","2","16,23 0208",3,4.89897967325873,0.0939,0.86953845815739
"186","L","BE","2","16,23 0208",3,4.35462160231325,0.0875,0.829451733773952
"187","L","BE","2","16,23 0208",3,4.1658101900117,0.0774,0.897030618004243
"188","L","BE","2","16,23 0208",3,4.8428049096035,0.0977,0.826135262641334
"189","L","BE","2","16,23 0208",3,4.48729109690105,0.0907,0.824566537468036
"190","L","BE","2","16,23 0208",3,4.82824143968864,0.1018,0.790478297264021
"191","L","BE","2","16,23 0208",3,3.95534046437143,0.0848,0.777386097557277
"192","L","BE","2","16,23 0208",3,3.72434030418245,0.0722,0.859727678712476
"193","L","BE","2","16,23 0208",3,0.974408649326214,0.1029,0.157824530179173
"194","L","BE","2","16,23 0208",3,3.11061314685309,0.077,0.673292888929241
"195","L","BE","2","16,23 0208",3,4.71278214450061,0.0996,0.788618163403716
"196","L","BE","2","16,23 0208",4,3.67375935198819,0.0818,0.748524725343968
"197","L","BE","2","16,23 0208",4,2.88714589090907,0.0705,0.682540399742097
"198","L","BE","2","16,23 0208",4,2.10750667623832,0.0722,0.486497386019926
"199","L","BE","2","16,23 0208",4,2.69086396588484,0.0589,0.761421608909123
"200","L","BE","2","16,23 0208",4,2.89018622950818,0.0921,0.523015966251932
"201","L","BE","2","16,23 0208",4,5.17264871616928,0.1079,0.798988062429608
"202","L","BE","2","16,23 0208",4,3.76212476060188,0.0798,0.78574034264868
"203","L","BE","2","16,23 0208",4,2.95458382518583,0.096,0.512948580761428
"204","L","BE","2","16,23 0208",4,5.70614470353092,0.0939,1.01280523669345
"205","L","BE","2","16,23 0208",4,2.68343605695506,0.0834,0.536258204827151
"206","L","BE","2","16,23 0208",4,3.07777854521905,0.0752,0.682131769773725
"207","L","BE","2","16,23 0208",4,3.93791170825332,0.0891,0.73660899892505
"208","L","BE","2","16,23 0208",4,2.96749274873521,0.0744,0.664760920415593
"209","L","BE","2","16,23 0208",4,4.73480225140708,0.1043,0.75659991233734
"210","L","BE","2","16,23 0208",4,5.42183565253184,0.1073,0.842161486879752
"211","L","BE","2","16,23 0208",4,4.25839001218022,0.0927,0.765622080578967
"212","L","BE","2","16,23 0208",4,2.6509106655974,0.0731,0.604402796533835
"213","L","BE","2","16,23 0208",4,3.93827802655037,0.0964,0.68089177499142
"214","L","BE","2","16,23 0208",4,3.41282679200936,0.0893,0.636959087721045
"215","L","BE","2","16,23 0208",4,3.60776640186006,0.1047,0.574302197048719
"216","L","BE","2","16,23 0208",4,3.63914302125211,0.0927,0.654286771170821
"217","L","BE","2","16,23 0208",4,2.24865434576782,0.0769,0.48735464797742
"218","L","BE","2","16,23 0208",4,2.42050516044282,0.0855,0.471833364608738
"219","L","BE","2","16,23 0208",4,2.73764001487538,0.0695,0.656508396852608
"220","L","BE","2","16,23 0208",4,4.69067927031503,0.1065,0.734065613507829
"221","L","BE","2","16,23 0208",5,3.07673603461846,0.0748,0.685547244790208
"222","L","BE","2","16,23 0208",5,2.04483160358957,0.0647,0.52674693549448
"223","L","BE","2","16,23 0208",5,2.41718757340409,0.0662,0.608556790887233
"224","L","BE","2","16,23 0208",5,3.5893330581614,0.0658,0.909152243708562
"225","L","BE","2","16,23 0208",5,1.95561281669153,0.0802,0.406403328489512
"226","L","BE","2","16,23 0208",5,3.07576289994456,0.0995,0.515203165819859
"227","L","BE","2","16,23 0208",5,1.8876823637365,0.072,0.436963510124189
"228","L","BE","2","16,23 0208",5,2.36456000000004,0.0852,0.462550860719883
"229","L","BE","2","16,23 0208",5,3.44396138130543,0.0894,0.642050965940609
"230","L","BE","2","16,23 0208",5,2.68893861599144,0.075,0.597541914664764
"231","L","BE","2","16,23 0208",5,2.14073788687304,0.0689,0.517836934415345
"232","L","BE","2","16,23 0208",5,2.34699562764461,0.0805,0.485920419802197
"233","L","BE","2","16,23 0208",5,2.09704379485388,0.069,0.506532317597556
"234","L","BE","2","16,23 0208",5,2.47496653344922,0.0925,0.445939915936796
"235","L","BE","2","16,23 0208",5,3.59170577319594,0.1034,0.578933877046412
"236","L","BE","2","16,23 0208",5,2.74788159509208,0.089,0.514584568369302
"237","L","BE","2","16,23 0208",5,1.95514636455871,0.066,0.493723829434018
"238","L","BE","2","16,23 0208",5,2.24220493868642,0.0817,0.457406148242843
"239","L","BE","2","16,23 0208",5,2.75930213475656,0.0834,0.551419291518097
"240","L","BE","2","16,23 0208",5,2.42085576158945,0.0892,0.452327309714023
"241","L","BE","2","16,23 0208",5,3.00406272189355,0.0852,0.587649202248347
"242","L","BE","2","16,23 0208",5,1.9321298091043,0.0699,0.460689034121196
"243","L","BE","2","16,23 0208",5,1.85265415653869,0.0806,0.383096392998074
"244","L","BE","2","16,23 0208",5,1.99615770840043,0.0626,0.531458388818006
"245","L","BE","2","16,23 0208",5,2.46365199872087,0.099,0.414756228740887
"246","L","BE","2","16,23 0208",6,2.27370034443165,0.0686,0.552405331494569
"247","L","BE","2","16,23 0208",6,1.80644268084295,0.059,0.510294542611003
"248","L","BE","2","16,23 0208",6,1.86527299270069,0.0613,0.507143282409106
"249","L","BE","2","16,23 0208",6,1.37127625418057,0.0764,0.299144034507106
"250","L","BE","2","16,23 0208",6,2.63400066445177,0.0907,0.48401335252697
"251","L","BE","2","16,23 0208",6,2.22846989010984,0.0667,0.55683905300096
"252","L","BE","2","16,23 0208",6,2.17961090512536,0.0755,0.481150310182199
"253","L","BE","2","16,23 0208",6,2.4563684267435,0.0817,0.501095150294472
"254","L","BE","2","16,23 0208",6,2.07704997317112,0.0697,0.496664269050962
"255","L","BE","2","16,23 0208",6,1.68978957446805,0.0622,0.452783915988223
"256","L","BE","2","16,23 0208",6,2.45715176905469,0.0722,0.56720954964328
"257","L","BE","2","16,23 0208",6,2.09087560209419,0.0642,0.542802596597662
"258","L","BE","2","16,23 0208",6,2.38248520302816,0.0814,0.487814333134349
"259","L","BE","2","16,23 0208",6,3.01173160320976,0.0963,0.521241191278949
"260","L","BE","2","16,23 0208",6,2.40513338945945,0.0783,0.511948358761058
"261","L","BE","2","16,23 0208",6,1.98652606495834,0.0603,0.549067458529114
"262","L","BE","2","16,23 0208",6,2.23857353227371,0.0715,0.521812012185014
"263","L","BE","2","16,23 0208",6,2.14053715574162,0.0758,0.470654607682853
"264","L","BE","2","16,23 0208",6,2.4251372059529,0.0766,0.527662577448411
"265","L","BE","2","16,23 0208",6,2.07722517482513,0.0762,0.454336214966126
"266","L","BE","2","16,23 0208",6,1.8004456655613,0.0632,0.474801072141694
"267","L","BE","2","16,23 0208",6,1.87116523376212,0.0751,0.415260815304509
"268","L","BE","2","16,23 0208",6,1.87753638914869,0.0575,0.544213446130056
"269","L","BE","2","16,23 0208",6,2.37013089556858,0.0901,0.438425988821417
"270","L","BE","2","16,23 0208",8,1.44462796709752,0.0557,0.432264502422956
"271","L","BE","2","16,23 0208",8,1.57135381026437,0.0706,0.37095226871208
